,type,length_comment,var_length,links_count,qm_count,exm_count,img_count,music_count,dots_count,ht_count,me_count,I-E,N-S,T-F,J-P
1526,INFJ,22.84,0.187806080345402,0.16,0.38,0.04,0.0,0.0,1.08,0.0,1.84,1,0,0,0
1527,INTJ,28.68,0.19050543866984238,0.0,0.08,0.24,0.0,0.0,0.64,0.0,4.12,1,0,1,0
1528,ESFP,15.22,0.19177413322330905,0.1,0.1,0.1,0.0,0.0,0.22,0.0,1.1,0,1,0,1
1529,INTP,27.76,0.17368091994738913,0.04,0.18,0.02,0.0,0.0,0.68,0.0,1.82,1,0,1,1
1530,INTJ,32.6,0.18678301607362982,0.04,0.06,0.14,0.02,0.0,1.06,0.0,3.42,1,0,1,0
1531,INFJ,32.5,0.1853180651410987,0.02,0.26,0.22,0.0,0.0,1.02,0.0,4.36,1,0,0,0
1532,INFJ,5.46,0.19784209125456026,0.86,0.9,0.0,0.0,0.0,0.04,0.0,0.54,1,0,0,0
1533,ESTP,31.92,0.1766629894002094,0.02,0.1,0.1,0.0,0.0,0.88,0.0,3.64,0,1,1,1
1534,ISTP,22.06,0.17979689911891267,0.02,0.02,0.0,0.0,0.02,0.28,0.0,0.78,1,1,1,1
1535,ENTP,29.8,0.18327988987453211,0.0,0.12,0.16,0.0,0.0,0.64,0.0,3.12,0,0,1,1
1536,INTJ,24.82,0.19054124333324432,0.0,0.2,0.06,0.0,0.02,0.46,0.0,3.36,1,0,1,0
1537,INTJ,24.4,0.18132656176236084,0.18,0.2,0.3,0.08,0.0,0.72,0.0,2.94,1,0,1,0
1538,ENTP,33.42,0.1914573412350727,0.0,0.34,0.02,0.0,0.0,1.04,0.0,4.26,0,0,1,1
1539,ISTJ,24.62,0.18276829133343392,0.0,0.12,0.06,0.0,0.0,0.56,0.0,2.7,1,1,1,0
1540,INFP,5.44,0.19541340301958302,0.06,0.04,0.14,0.0,0.0,0.12,0.0,0.66,1,0,0,1
1541,INFP,25.58,0.17325555840328108,0.04,0.1,0.0,0.0,0.0,0.68,0.0,1.8,1,0,0,1
1542,INTP,32.74,0.18588077473465606,0.0,0.16,0.1,0.0,0.0,0.98,0.0,3.8,1,0,1,1
1543,INTP,22.38,0.17050597073687332,0.18,0.48,0.0,0.0,0.0,0.62,0.0,1.88,1,0,1,1
1544,ISTP,16.8,0.18446886985648367,0.28,0.22,0.02,0.0,0.0,0.38,0.0,1.44,1,1,1,1
1545,INFP,27.28,0.18296113163704233,0.0,0.06,0.04,0.0,0.0,0.68,0.0,2.98,1,0,0,1
1546,INFP,9.36,0.1776721982972671,0.18,0.2,0.02,0.02,0.0,0.14,0.0,1.34,1,0,0,1
1547,INTP,26.02,0.18247402134676313,0.02,0.34,0.42,0.0,0.06,0.64,0.0,3.1,1,0,1,1
1548,INFP,28.54,0.18593339202618242,0.06,0.14,0.0,0.02,0.02,0.76,0.0,2.9,1,0,0,1
1549,INFJ,29.84,0.18428316955017304,0.08,0.2,0.4,0.0,0.0,1.12,0.0,3.94,1,0,0,0
1550,INFP,32.64,0.17999565972222223,0.02,0.12,0.04,0.02,0.0,0.88,0.0,3.42,1,0,0,1
1551,INFJ,20.1,0.18219425404804354,0.0,0.06,0.0,0.0,0.02,0.42,0.0,2.88,1,0,0,0
1552,ENTP,11.76,0.19189146123189885,0.04,0.04,0.16,0.02,0.0,0.3,0.0,1.52,0,0,1,1
1553,INTP,25.34,0.18258666441185573,0.1,0.12,0.1,0.04,0.0,0.64,0.0,2.82,1,0,1,1
1554,INTP,10.7,0.19214103564966173,0.0,0.28,0.06,0.0,0.02,0.22,0.0,0.92,1,0,1,1
1555,INTJ,8.8,0.17387400140094747,0.08,0.18,0.02,0.0,0.02,0.22,0.0,0.96,1,0,1,0
1556,INTJ,28.86,0.1789133404011679,0.06,0.16,0.14,0.0,0.02,0.94,0.0,3.02,1,0,1,0
1557,INFP,15.64,0.18221623012085042,0.18,0.1,0.1,0.0,0.0,0.24,0.0,1.92,1,0,0,1
1558,INTJ,30.86,0.18526169627630668,0.02,0.36,0.04,0.0,0.0,1.08,0.02,2.82,1,0,1,0
1559,ESTJ,26.76,0.179157817090607,0.0,0.12,0.0,0.0,0.06,0.66,0.0,2.5,0,1,1,0
1560,ISFJ,27.2,0.187516766145723,0.04,0.16,0.36,0.0,0.0,0.6,0.0,3.82,1,1,0,0
1561,INFP,20.82,0.19375389785126818,0.02,0.3,0.5,0.0,0.0,0.6,0.0,3.02,1,0,0,1
1562,ENTP,19.98,0.1882035402678756,0.12,0.26,0.2,0.0,0.02,0.74,0.06,2.44,0,0,1,1
1563,ISFJ,31.34,0.18055775407932007,0.0,0.02,0.22,0.0,0.02,0.7,0.0,3.46,1,1,0,0
1564,ISTJ,29.7,0.18233952136289888,0.06,0.2,0.14,0.0,0.0,0.68,0.06,3.24,1,1,1,0
1565,INFJ,29.5,0.18074631285068982,0.0,0.16,0.0,0.0,0.0,0.9,0.0,2.6,1,0,0,0
1566,ENTP,16.94,0.18161188387656135,0.04,0.2,0.18,0.0,0.0,0.28,0.0,1.6,0,0,1,1
1567,INTP,32.38,0.18746041589796783,0.02,0.34,0.14,0.02,0.02,1.06,0.0,2.92,1,0,1,1
1568,INTJ,34.28,0.18078713672944519,0.0,0.24,0.0,0.0,0.0,0.84,0.0,4.18,1,0,1,0
1569,INFP,21.46,0.18925041597952058,0.0,0.1,0.18,0.0,0.16,0.8,0.0,2.64,1,0,0,1
1570,INFP,18.14,0.19560393851915328,0.0,0.3,0.52,0.0,0.0,0.18,0.0,2.36,1,0,0,1
1571,INFP,29.82,0.18272840579392188,0.02,0.18,0.16,0.0,0.0,0.8,0.0,3.36,1,0,0,1
1572,INFP,28.56,0.17486662265024397,0.02,0.18,0.0,0.0,0.0,0.8,0.04,3.08,1,0,0,1
1573,INFP,23.02,0.18852175584651149,0.12,0.08,0.32,0.04,0.0,0.54,0.0,2.62,1,0,0,1
1574,INTP,17.42,0.18122469952338763,0.22,0.16,0.28,0.14,0.0,0.36,0.0,2.06,1,0,1,1
1575,INFJ,17.22,0.18814377253296438,0.0,0.04,0.06,0.0,0.0,0.48,0.0,2.66,1,0,0,0
1576,ISTP,30.98,0.1822441049811331,0.08,0.16,0.02,0.0,0.0,0.88,0.0,3.78,1,1,1,1
1577,INTP,21.58,0.1842819687201724,0.1,0.08,0.0,0.0,0.0,0.66,0.0,2.08,1,0,1,1
1578,INTP,23.1,0.17653501019048942,0.02,0.04,0.02,0.0,0.02,0.36,0.02,2.42,1,0,1,1
1579,ISTP,29.72,0.18507012800662914,0.0,0.18,0.16,0.0,0.02,0.76,0.0,3.26,1,1,1,1
1580,INFP,13.78,0.18087686707615142,0.2,0.32,0.06,0.0,0.0,0.22,0.02,1.4,1,0,0,1
1581,INFJ,28.26,0.1872072783938452,0.0,0.12,0.0,0.0,0.04,0.6,0.0,4.3,1,0,0,0
1582,INTP,30.34,0.18712283943074967,0.0,0.12,0.06,0.0,0.0,0.82,0.02,2.6,1,0,1,1
1583,INFJ,17.72,0.18783390514593373,0.02,0.22,0.14,0.0,0.0,0.26,0.0,1.82,1,0,0,0
1584,INTP,20.12,0.18974205779702802,0.04,0.26,0.26,0.02,0.0,0.42,0.0,2.34,1,0,1,1
1585,INFP,13.56,0.1873318009282429,0.2,0.2,0.0,0.0,0.06,0.3,0.04,1.46,1,0,0,1
1586,ENFP,23.8,0.1909695264058616,0.08,0.16,1.02,0.0,0.0,0.7,0.0,3.0,0,0,0,1
1587,ENFJ,27.02,0.1881265624605439,0.0,0.1,0.18,0.0,0.02,0.54,0.0,3.76,0,0,0,0
1588,ENFP,24.98,0.18248801065812081,0.06,0.26,0.14,0.02,0.0,0.4,0.02,1.38,0,0,0,1
1589,INTJ,19.04,0.17837483041698832,0.0,0.1,0.0,0.0,0.0,0.46,0.0,2.0,1,0,1,0
1590,INFJ,30.2,0.1880441605449745,0.02,0.2,0.0,0.02,0.0,1.04,0.0,3.96,1,0,0,0
1591,INTP,23.44,0.18751816992504391,0.12,0.26,0.0,0.0,0.0,0.66,0.0,2.62,1,0,1,1
1592,INTP,27.14,0.17895481964641508,0.04,0.24,0.12,0.0,0.02,0.76,0.0,2.54,1,0,1,1
1593,INFJ,28.48,0.18660901947100722,0.06,0.34,0.22,0.0,0.04,0.66,0.0,3.58,1,0,0,0
1594,ENFP,33.68,0.18658387221635472,0.02,0.28,0.16,0.0,0.0,1.14,0.0,4.28,0,0,0,1
1595,INFJ,26.12,0.1870386253462604,0.06,0.18,0.26,0.08,0.0,0.64,0.0,2.36,1,0,0,0
1596,INTP,4.42,0.17125879446189937,0.0,0.02,0.0,0.0,0.0,0.16,0.0,0.38,1,0,1,1
1597,INFP,22.06,0.1801304515495466,0.18,0.22,0.08,0.1,0.02,0.52,0.0,2.86,1,0,0,1
1598,INTJ,24.12,0.18884878413529949,0.02,0.12,0.14,0.0,0.0,0.6,0.0,2.9,1,0,1,0
1599,INFP,17.76,0.18448029606906402,0.02,0.08,0.06,0.0,0.02,0.42,0.0,2.1,1,0,0,1
1600,INFJ,27.44,0.17241567077946623,0.08,0.14,0.04,0.0,0.0,0.72,0.0,2.34,1,0,0,0
1601,INTJ,16.98,0.18237600248513877,0.06,0.08,0.0,0.0,0.0,0.32,0.0,1.32,1,0,1,0
1602,INFP,23.66,0.1875366837849766,0.02,0.16,0.24,0.0,0.0,0.6,0.0,2.52,1,0,0,1
1603,INFJ,18.14,0.19125011676432976,0.18,0.38,0.06,0.0,0.0,0.38,0.0,2.48,1,0,0,0
1604,ENTP,26.12,0.18343667939260483,0.02,0.22,0.0,0.0,0.04,0.62,0.0,2.76,0,0,1,1
1605,INTP,27.28,0.18517821521321837,0.12,0.34,0.0,0.0,0.06,0.84,0.0,2.48,1,0,1,1
1606,INTP,26.08,0.17999922280085026,0.0,0.1,0.02,0.0,0.0,0.66,0.02,1.92,1,0,1,1
1607,INTP,30.48,0.1798992615528519,0.04,0.14,0.06,0.0,0.0,0.82,0.0,3.12,1,0,1,1
1608,INTP,20.28,0.18592824127282792,0.14,0.38,0.06,0.0,0.0,0.56,0.02,2.1,1,0,1,1
1609,ENFP,30.74,0.1772744774169814,0.0,0.08,0.06,0.0,0.0,0.78,0.0,3.02,0,0,0,1
1610,ENTP,29.2,0.18005839820666414,0.02,0.1,0.08,0.0,0.04,0.74,0.0,3.02,0,0,1,1
1611,INFJ,32.82,0.18494119672529816,0.0,0.02,0.0,0.0,0.0,1.26,0.0,5.14,1,0,0,0
1612,ENTP,7.82,0.18109138851881068,0.04,0.06,0.16,0.04,0.0,0.06,0.0,0.98,0,0,1,1
1613,INFP,27.34,0.18144605120004334,0.0,0.34,0.12,0.0,0.0,0.64,0.0,2.62,1,0,0,1
1614,INFP,28.36,0.18833550133020047,0.02,0.12,0.16,0.0,0.0,0.96,0.0,3.52,1,0,0,1
1615,ENFP,34.0,0.18573462565263318,0.0,0.28,0.16,0.0,0.0,0.94,0.0,3.22,0,0,0,1
1616,ENTP,22.22,0.1894005076299299,0.0,0.08,0.52,0.0,0.0,0.66,0.0,2.14,0,0,1,1
1617,INTP,30.24,0.182095746780606,0.0,0.24,0.0,0.0,0.02,0.92,0.0,2.28,1,0,1,1
1618,INTP,28.0,0.1850281476952889,0.02,0.16,0.0,0.0,0.02,0.72,0.0,3.64,1,0,1,1
1619,INFP,30.52,0.18001430016404735,0.0,0.06,0.1,0.0,0.0,1.28,0.0,2.36,1,0,0,1
1620,INTP,27.5,0.18528095143038278,0.0,0.22,0.52,0.0,0.0,0.7,0.0,3.34,1,0,1,1
1621,ENTP,24.46,0.1799047223732466,0.1,0.24,0.54,0.04,0.02,0.5,0.0,2.62,0,0,1,1
1622,INTP,28.74,0.1882259746887212,0.02,0.02,0.18,0.0,0.0,0.58,0.0,3.78,1,0,1,1
1623,INTP,26.74,0.17774334056543908,0.08,0.4,0.22,0.0,0.04,0.62,0.0,2.5,1,0,1,1
1624,INTP,27.8,0.19179218657897631,0.02,0.14,0.14,0.02,0.0,0.96,0.04,2.62,1,0,1,1
1625,ENFJ,33.2,0.180219089522778,0.0,0.3,0.7,0.0,0.0,1.1,0.0,3.9,0,0,0,0
1626,INFP,32.6,0.18278791700683167,0.0,0.3,0.04,0.0,0.0,0.84,0.0,4.2,1,0,0,1
1627,ENFP,30.12,0.1856657001464657,0.0,0.26,0.36,0.0,0.0,0.84,0.0,3.06,0,0,0,1
1628,INFP,26.6,0.18097785239748151,0.02,0.02,0.04,0.0,0.0,1.02,0.0,3.06,1,0,0,1
1629,ENFP,30.56,0.20245310560463675,0.0,0.26,0.8,0.0,0.0,2.54,0.0,2.84,0,0,0,1
1630,INFJ,18.4,0.18071008752609996,0.1,0.34,0.16,0.1,0.0,0.3,0.0,1.46,1,0,0,0
1631,INTP,28.98,0.18401910291769483,0.0,0.2,0.0,0.0,0.0,0.76,0.02,3.06,1,0,1,1
1632,INTJ,25.72,0.18463558542729622,0.04,0.12,0.22,0.0,0.0,0.58,0.0,3.02,1,0,1,0
1633,ISTP,26.44,0.179968421946765,0.0,0.18,0.1,0.0,0.02,0.48,0.0,1.52,1,1,1,1
1634,INFP,27.64,0.18082170009914572,0.1,0.42,0.38,0.0,0.0,0.8,0.0,3.26,1,0,0,1
1635,INTJ,29.88,0.1871046861976175,0.02,0.08,0.2,0.02,0.06,1.26,0.0,2.7,1,0,1,0
1636,ISFP,11.8,0.17834914804611776,0.66,0.2,0.0,0.44,0.0,0.42,0.0,1.54,1,1,0,1
1637,INFJ,32.64,0.18925799902093754,0.0,0.2,0.08,0.0,0.0,1.2,0.0,4.26,1,0,0,0
1638,INTP,24.52,0.18198207209266878,0.02,0.24,0.04,0.0,0.0,0.62,0.0,2.8,1,0,1,1
1639,ENFP,25.58,0.1978260222863608,0.02,0.18,0.82,0.0,0.0,0.58,0.0,3.76,0,0,0,1
1640,ENFJ,11.98,0.19223481820142346,0.22,0.42,1.0,0.0,0.0,0.28,0.02,0.98,0,0,0,0
1641,INFP,23.06,0.17712946170347105,0.0,0.02,0.08,0.0,0.14,0.58,0.0,2.44,1,0,0,1
1642,INTJ,22.12,0.17831129517461752,0.1,0.38,0.0,0.02,0.0,0.52,0.0,2.64,1,0,1,0
1643,INFJ,32.18,0.18285679810108055,0.04,0.66,0.12,0.0,0.0,1.0,0.0,3.72,1,0,0,0
1644,INTP,28.44,0.1872465564052153,0.0,0.32,0.62,0.0,0.0,1.06,0.0,2.5,1,0,1,1
1645,INTJ,26.64,0.17991034126934732,0.0,0.28,0.26,0.0,0.0,0.54,0.0,2.78,1,0,1,0
1646,INTP,30.12,0.18760240503868741,0.02,0.12,0.06,0.0,0.0,0.82,0.0,4.2,1,0,1,1
1647,ENFP,33.24,0.1870517719422048,0.0,0.34,0.02,0.0,0.0,0.9,0.0,5.0,0,0,0,1
1648,INTP,21.66,0.1876179059633738,0.0,0.24,0.28,0.0,0.0,0.44,0.0,1.82,1,0,1,1
1649,INTP,28.88,0.18444554825095366,0.02,0.14,0.02,0.0,0.0,1.04,0.0,2.96,1,0,1,1
1650,ENFP,29.06,0.1848072787131199,0.0,0.0,0.14,0.0,0.06,0.66,0.0,3.22,0,0,0,1
1651,ENFP,29.74,0.18792117810258616,0.06,0.28,0.78,0.0,0.02,0.84,0.0,3.04,0,0,0,1
1652,ESFJ,25.44,0.18369253716980052,0.0,0.34,0.2,0.0,0.02,0.56,0.0,2.12,0,1,0,0
1653,INFP,25.88,0.18933963723608965,0.0,0.16,0.18,0.0,0.02,0.68,0.0,3.38,1,0,0,1
1654,INFJ,15.26,0.18663803709260957,0.06,0.2,0.06,0.0,0.0,0.32,0.0,1.2,1,0,0,0
1655,INFP,21.62,0.18831979437357965,0.04,0.46,0.04,0.0,0.04,0.46,0.0,2.24,1,0,0,1
1656,INTP,26.7,0.17661608169812323,0.0,0.16,0.12,0.0,0.04,0.52,0.0,2.62,1,0,1,1
1657,INTJ,25.32,0.18704080448242053,0.02,0.22,0.18,0.0,0.04,0.64,0.0,2.94,1,0,1,0
1658,INFJ,33.56,0.1826259673765983,0.04,0.22,0.16,0.04,0.02,1.42,0.0,3.9,1,0,0,0
1659,ENTP,28.74,0.18332289898270637,0.02,0.28,0.0,0.0,0.0,0.72,0.0,2.64,0,0,1,1
1660,ISTJ,8.74,0.18810009254104365,0.08,0.14,0.0,0.0,0.02,0.3,0.0,0.4,1,1,1,0
1661,INFP,28.92,0.178857420314825,0.04,0.04,0.26,0.02,0.0,0.8,0.0,2.9,1,0,0,1
1662,INFP,27.38,0.18360100746758376,0.1,0.18,0.08,0.0,0.0,0.62,0.02,3.48,1,0,0,1
1663,INFP,30.46,0.1809001749530488,0.02,0.06,0.16,0.0,0.0,1.02,0.0,3.16,1,0,0,1
1664,INFP,29.08,0.1812052963646094,0.0,0.16,0.16,0.0,0.0,0.9,0.0,2.5,1,0,0,1
1665,INTJ,32.96,0.17646856273984737,0.0,0.12,0.02,0.0,0.02,0.82,0.0,3.16,1,0,1,0
1666,INTJ,18.38,0.19256920071323722,0.04,0.24,0.64,0.0,0.0,0.86,0.0,2.0,1,0,1,0
1667,ENFP,22.62,0.18516892034711457,0.0,0.02,0.0,0.0,0.0,0.48,0.0,2.88,0,0,0,1
1668,INTP,28.52,0.18087835384835843,0.02,0.3,0.06,0.0,0.0,1.06,0.0,2.34,1,0,1,1
1669,INFJ,25.38,0.18903871816359946,0.0,0.28,0.22,0.0,0.02,0.64,0.0,2.62,1,0,0,0
1670,INTJ,30.84,0.1802507748629976,0.04,0.12,0.16,0.02,0.04,0.7,0.0,3.3,1,0,1,0
1671,INTP,33.42,0.18182098765432098,0.02,0.24,0.04,0.0,0.0,0.98,0.0,3.78,1,0,1,1
1672,INTJ,25.58,0.18276557560012038,0.02,0.24,0.02,0.0,0.0,0.92,0.02,2.5,1,0,1,0
1673,INTP,18.12,0.18661279565319766,0.08,0.18,0.06,0.04,0.0,0.38,0.02,2.26,1,0,1,1
1674,INTJ,28.38,0.1815824342989315,0.0,0.12,0.12,0.0,0.0,1.26,0.02,2.92,1,0,1,0
1675,INFP,26.94,0.1776423141304302,0.0,0.12,0.26,0.0,0.02,0.52,0.0,2.54,1,0,0,1
1676,INTP,25.42,0.18559557168642207,0.04,0.14,0.12,0.04,0.04,0.58,0.0,3.44,1,0,1,1
1677,INTP,20.1,0.17922565398335313,0.0,0.08,0.0,0.0,0.0,0.42,0.0,1.82,1,0,1,1
1678,ENTP,32.32,0.19098289953029182,0.0,0.44,0.2,0.0,0.0,0.78,0.0,3.1,0,0,1,1
1679,ENFJ,21.9,0.191356693088074,0.12,0.26,0.44,0.1,0.0,0.62,0.0,1.9,0,0,0,0
1680,INFP,30.88,0.1800140938020827,0.0,0.1,0.04,0.0,0.0,0.86,0.0,3.1,1,0,0,1
1681,INTJ,28.74,0.18487949144166077,0.0,0.16,0.34,0.0,0.02,0.96,0.04,3.06,1,0,1,0
1682,ISFP,23.74,0.18585674341633235,0.14,0.22,0.18,0.0,0.02,0.76,0.04,3.16,1,1,0,1
1683,INTJ,24.48,0.19217388062164598,0.0,0.24,0.1,0.0,0.04,0.76,0.0,2.56,1,0,1,0
1684,INFJ,25.12,0.18372583871926884,0.08,0.1,0.08,0.0,0.0,0.66,0.02,3.12,1,0,0,0
1685,ENTP,4.72,0.1910502485836513,0.26,0.38,0.18,0.02,0.0,0.04,0.0,0.56,0,0,1,1
1686,INTJ,26.06,0.18792209644918223,0.0,0.16,0.04,0.0,0.0,0.52,0.0,3.26,1,0,1,0
1687,INFJ,30.22,0.18808109554752764,0.04,0.22,0.26,0.0,0.0,0.96,0.0,2.84,1,0,0,0
1688,ISTJ,21.4,0.1906319302420685,0.0,0.1,1.44,0.0,0.0,0.42,0.0,1.86,1,1,1,0
1689,ENFP,31.18,0.18503013763720497,0.02,0.2,0.56,0.0,0.0,0.88,0.0,3.76,0,0,0,1
1690,INFJ,31.12,0.18567779157636705,0.02,0.26,0.02,0.0,0.0,0.74,0.0,3.66,1,0,0,0
1691,INFJ,28.52,0.18332031881611047,0.0,0.12,0.22,0.0,0.0,0.62,0.0,3.6,1,0,0,0
1692,INFP,13.44,0.18048356296331258,0.6,0.64,0.02,0.0,0.08,0.3,0.0,1.54,1,0,0,1
1693,ISFP,32.46,0.1869084782368436,0.02,0.2,0.22,0.0,0.1,1.24,0.0,3.12,1,1,0,1
1694,ESTJ,14.16,0.1936934399566618,0.1,0.28,0.04,0.0,0.02,0.4,0.0,1.88,0,1,1,0
1695,INFJ,16.54,0.1964180041154951,0.04,0.32,0.48,0.0,0.02,0.56,0.0,1.5,1,0,0,0
1696,INTJ,22.28,0.1840532713652313,0.02,0.28,0.1,0.0,0.02,0.56,0.0,2.42,1,0,1,0
1697,ENTP,15.62,0.18880048464482357,0.12,0.26,0.12,0.02,0.0,0.38,0.0,1.3,0,0,1,1
1698,INTJ,16.68,0.1896580375104106,0.02,0.3,0.04,0.0,0.0,0.28,0.0,1.82,1,0,1,0
1699,INTP,27.32,0.18382830835537398,0.04,0.16,0.14,0.04,0.0,0.66,0.0,3.2,1,0,1,1
1700,INTP,18.16,0.1830984701153594,0.0,0.2,0.16,0.0,0.04,0.24,0.0,2.14,1,0,1,1
1701,INTP,25.7,0.1843635117308605,0.06,0.08,0.02,0.04,0.02,0.8,0.0,1.88,1,0,1,1
1702,INFJ,19.36,0.18747868531007048,0.18,0.28,0.04,0.0,0.02,0.4,0.0,2.34,1,0,0,0
1703,INTJ,21.92,0.17842258368214808,0.14,0.34,0.0,0.02,0.02,0.48,0.0,2.1,1,0,1,0
1704,INTP,32.88,0.18681391689750695,0.04,0.1,0.02,0.0,0.02,1.0,0.0,4.34,1,0,1,1
1705,ISFJ,17.22,0.17893003519852158,0.1,0.08,0.0,0.02,0.04,0.24,0.0,1.94,1,1,0,0
1706,INFP,27.3,0.1848988011791775,0.0,0.32,0.54,0.0,0.04,0.52,0.0,1.58,1,0,0,1
1707,INTP,27.56,0.18307641517918355,0.02,0.14,0.0,0.0,0.04,0.6,0.0,3.52,1,0,1,1
1708,INFP,33.1,0.18023068509988696,0.04,0.14,0.16,0.0,0.0,0.82,0.0,3.4,1,0,0,1
1709,INFJ,21.3,0.189148608398233,0.1,0.22,0.18,0.02,0.0,0.76,0.02,2.72,1,0,0,0
1710,INFP,31.4,0.17956829364111154,0.14,0.2,0.1,0.0,0.0,0.76,0.0,3.48,1,0,0,1
1711,ENFP,26.06,0.18995217274156362,0.04,0.38,0.12,0.04,0.0,1.2,0.0,2.44,0,0,0,1
1712,ISTP,31.22,0.1895023690101638,0.04,0.28,0.14,0.0,0.0,1.34,0.0,3.82,1,1,1,1
1713,ENFJ,21.54,0.18611011634207839,0.0,0.1,0.2,0.0,0.06,0.38,0.0,2.26,0,0,0,0
1714,INFJ,30.2,0.18967844813335633,0.0,0.14,0.16,0.0,0.06,0.62,0.0,3.32,1,0,0,0
1715,ENTP,17.3,0.17811534713860608,0.02,0.1,0.02,0.02,0.0,0.34,0.0,2.1,0,0,1,1
1716,ENFP,12.1,0.18250803034630647,0.62,0.66,0.02,0.08,0.02,0.26,0.0,1.38,0,0,0,1
1717,INFP,23.14,0.18852457281241006,0.06,0.1,0.22,0.0,0.04,0.52,0.0,2.96,1,0,0,1
1718,INFP,16.36,0.17962850948731532,0.28,0.34,0.0,0.04,0.02,0.36,0.0,0.82,1,0,0,1
1719,ESTP,28.3,0.186512616372626,0.02,0.16,0.2,0.02,0.02,0.7,0.0,3.28,0,1,1,1
1720,ENTP,24.14,0.18164043142496672,0.02,0.3,0.0,0.0,0.0,0.62,0.0,2.22,0,0,1,1
1721,ENTP,28.16,0.18331453287197236,0.08,0.16,0.12,0.0,0.0,0.78,0.0,3.7,0,0,1,1
1722,INTP,24.34,0.18672165316156697,0.02,0.16,0.16,0.0,0.0,0.62,0.0,2.8,1,0,1,1
1723,INFP,28.8,0.1866281842824149,0.08,0.04,0.04,0.08,0.0,0.76,0.0,3.78,1,0,0,1
1724,INFJ,21.82,0.17885135545609177,0.06,0.18,0.02,0.0,0.0,0.5,0.0,1.58,1,0,0,0
1725,INTJ,24.32,0.18579323718689983,0.12,0.34,0.1,0.04,0.0,0.84,0.0,2.84,1,0,1,0
1726,INFP,30.76,0.17870657516029836,0.0,0.06,0.12,0.0,0.02,0.8,0.0,4.18,1,0,0,1
1727,ENTJ,27.08,0.17536809493803826,0.08,0.14,0.22,0.04,0.0,0.62,0.0,2.3,0,0,1,0
1728,ISFJ,11.94,0.18805073898084415,0.06,0.08,0.02,0.04,0.0,0.3,0.0,0.6,1,1,0,0
1729,INTJ,33.12,0.18542963640434956,0.02,0.06,0.1,0.0,0.0,0.9,0.0,4.32,1,0,1,0
1730,INFP,30.38,0.1806683081104991,0.0,0.16,0.0,0.0,0.0,0.96,0.0,3.62,1,0,0,1
1731,INTJ,24.54,0.18484372575809896,0.0,0.16,0.28,0.0,0.0,0.54,0.0,3.12,1,0,1,0
1732,INFP,26.72,0.1871499052040571,0.06,0.16,0.18,0.04,0.0,0.68,0.0,3.16,1,0,0,1
1733,ENFJ,28.78,0.18800242141690549,0.04,0.12,0.44,0.0,0.02,1.06,0.0,2.64,0,0,0,0
1734,INTJ,25.86,0.1863907309110729,0.0,0.4,0.0,0.0,0.02,0.6,0.0,3.78,1,0,1,0
1735,INFJ,24.72,0.1821754596069509,0.0,0.12,0.06,0.0,0.0,0.52,0.0,2.78,1,0,0,0
1736,INTJ,28.66,0.182523955282998,0.0,0.2,0.38,0.0,0.0,1.08,0.0,3.24,1,0,1,0
1737,INFJ,16.98,0.18546761186264307,0.42,0.48,0.12,0.0,0.0,0.3,0.0,2.12,1,0,0,0
1738,INTJ,24.48,0.18666366512531732,0.02,0.46,0.16,0.02,0.0,0.8,0.0,2.94,1,0,1,0
1739,INFP,19.28,0.18604542427511764,0.06,0.46,0.18,0.0,0.0,0.32,0.0,2.9,1,0,0,1
1740,ISTJ,26.52,0.17874164157830133,0.0,0.06,0.7,0.0,0.0,0.38,0.0,1.54,1,1,1,0
1741,INTJ,19.04,0.19911187620405815,0.0,0.26,0.14,0.0,0.0,1.14,0.04,1.94,1,0,1,0
1742,INTJ,20.8,0.18031711739516218,0.0,0.2,0.0,0.0,0.02,0.38,0.02,1.94,1,0,1,0
1743,INTJ,34.78,0.17972163416062342,0.0,0.0,0.0,0.0,0.0,0.94,0.0,4.68,1,0,1,0
1744,INFJ,29.96,0.18485758302550725,0.0,0.42,0.18,0.0,0.0,0.72,0.0,3.56,1,0,0,0
1745,INTP,29.08,0.1832158239760464,0.0,0.6,0.0,0.0,0.0,2.2,0.0,2.08,1,0,1,1
1746,INTP,27.26,0.18249935984113938,0.0,0.14,0.14,0.0,0.0,0.82,0.0,2.76,1,0,1,1
1747,ENTP,30.62,0.1824790370086288,0.0,0.04,0.16,0.0,0.0,0.7,0.0,2.7,0,0,1,1
1748,ENTP,23.14,0.18368585099175733,0.02,0.1,0.04,0.0,0.0,0.4,0.0,2.1,0,0,1,1
1749,INTP,18.58,0.17965886061224054,0.0,0.1,0.04,0.0,0.0,0.18,0.0,1.72,1,0,1,1
1750,INTP,15.26,0.19137953715322645,0.02,0.3,0.06,0.0,0.0,0.38,0.0,1.78,1,0,1,1
1751,INFJ,27.98,0.18981843484374403,0.0,0.22,0.06,0.0,0.06,0.66,0.0,3.14,1,0,0,0
1752,INFJ,28.12,0.18199743389438208,0.06,0.12,0.04,0.02,0.0,0.62,0.0,3.1,1,0,0,0
1753,INTP,20.84,0.18554840685313195,0.1,0.26,0.06,0.08,0.0,0.48,0.0,2.74,1,0,1,1
1754,INTJ,17.76,0.18849871724644993,0.02,0.16,0.0,0.0,0.02,0.64,0.0,1.84,1,0,1,0
