,goodreads_book_id,book_id,book_title,book_series,authors,average_rating,work_ratings_count,main_genre,sec_genre
109701,13235,4271,The Complete Stories and Poems,,Lewis Carroll,4.34,23417,classic,fantasy
109810,13258,7311,What Was She Thinking? [Notes on a Scandal],,Zoë Heller,3.69,15290,drama,romance
109908,13270,9304,Poetics,,"Aristotle, Malcolm Heath",3.81,13141,classic,classic
110001,13350,4603,Eragon & Eldest,Inheritance,Christopher Paolini,4.27,21816,fantasy,young adult
110203,13374,6791,A Complicated Kindness,,Miriam Toews,3.64,15765,coming-of-age,young adult
110301,13376,1678,The House of the Scorpion,Matteo Alacran,Nancy Farmer,4.1,65219,young adult,science-fiction
110401,13440,1123,Skeleton Crew,,Stephen King,3.93,88036,horror,fantasy
110501,13451,7887,Storm of the Century: An Original Screenplay,,Stephen King,3.86,15343,horror,thriller
110601,13496,39,A Game of Thrones,A Song of Ice and Fire,George R.R. Martin,4.45,1442220,fantasy,sci-fi-fantasy
110701,13497,165,A Feast for Crows,A Song of Ice and Fire,George R.R. Martin,4.1,481130,fantasy,sci-fi-fantasy
110801,13501,6738,The Hedge Knight,The Hedge Knight Graphic Novels,"Ben Avery, Mike S. Miller, George R.R. Martin",4.11,16351,fantasy,adventure
110901,13521,2028,Son of a Witch,The Wicked Years,"Gregory Maguire, Douglas Smith",3.45,53081,fantasy,sci-fi-fantasy
111009,13529,2524,March,,Geraldine Brooks,3.73,45824,historical,historical
111101,13570,2758,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",,"CLAMP, Anthony Gerard",4.12,34843,fantasy,romance
111201,13614,8158,"Death Note, Vol. 8: Target",Death Note,"Tsugumi Ohba, Takeshi Obata",4.27,14881,fantasy,mystery
111301,13615,585,"Death Note, Vol. 1: Boredom",Death Note,"Tsugumi Ohba, Takeshi Obata",4.42,141095,horror,mystery
111401,13616,7807,"Death Note, Vol. 4: Love",Death Note,"Tsugumi Ohba, Takeshi Obata",4.38,17860,fantasy,mystery
111501,13617,8321,"Death Note, Vol. 5: Whiteout",Death Note,"Tsugumi Ohba, Takeshi Obata",4.35,16312,fantasy,mystery
111601,13618,7217,"Death Note, Vol. 3: Hard Run",Death Note,"Tsugumi Ohba, Takeshi Obata",4.42,19155,fantasy,mystery
111701,13619,6444,"Death Note, Vol. 2: Confluence",Death Note,"Tsugumi Ohba, Takeshi Obata",4.42,21579,fantasy,mystery
111801,13620,9092,"Death Note, Vol. 6: Give-and-Take",Death Note,"Tsugumi Ohba, Takeshi Obata",4.39,15664,fantasy,mystery
111901,13621,8567,"Death Note, Vol. 7: Zero",Death Note,"Tsugumi Ohba, Takeshi Obata",4.41,14907,fantasy,mystery
112001,13642,593,A Wizard of Earthsea,Earthsea Cycle,Ursula K. Le Guin,3.99,167058,young adult,classic
112101,13651,2210,The Dispossessed,,Ursula K. Le Guin,4.18,53246,science-fiction,science-fiction
112201,13658,8893,The Other Wind,Earthsea Cycle,Ursula K. Le Guin,4.06,13218,fantasy,young adult
112301,13659,9424,Tales from Earthsea,Earthsea Cycle,Ursula K. Le Guin,4.0,13238,fantasy,young adult
112401,13661,5661,Tehanu,Earthsea Cycle,Ursula K. Le Guin,3.89,23207,fantasy,young adult
112501,13662,1629,The Tombs of Atuan,Earthsea Cycle,Ursula K. Le Guin,4.07,66964,fantasy,young adult
112601,13667,1591,The Farthest Shore,Earthsea Cycle,Ursula K. Le Guin,4.11,70761,fantasy,young adult
112727,13747,710,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",,Julie Powell,3.67,129563,chick lit,humor
112801,13809,9074,Exile's Return,Conclave of Shadows,Raymond E. Feist,4.0,11744,fantasy,sci-fi-fantasy
112901,13810,1812,Magician: Master,The Riftwar Saga,Raymond E. Feist,4.25,55314,fantasy,sci-fi-fantasy
113001,13811,7824,Talon of the Silver Hawk,Conclave of Shadows,Raymond E. Feist,4.01,14056,fantasy,sci-fi-fantasy
113101,13812,1593,Magician: Apprentice,The Riftwar Saga,Raymond E. Feist,4.17,64948,fantasy,sci-fi-fantasy
113201,13813,2285,A Darkness At Sethanon,The Riftwar Saga,Raymond E. Feist,4.17,48282,fantasy,sci-fi-fantasy
113301,13815,5599,Servant of the Empire,The Empire Trilogy,"Raymond E. Feist, Janny Wurts",4.27,21476,fantasy,sci-fi-fantasy
113401,13817,6536,Shards of a Broken Crown,The Serpentwar Saga,Raymond E. Feist,3.99,17266,fantasy,sci-fi-fantasy
113501,13821,5310,Lord of Light,,"Roger Zelazny, Sönmez Güven",4.1,21952,fantasy,science-fiction
113601,13829,2802,Terrier,Beka Cooper,Tamora Pierce,4.16,49845,fantasy,young adult
113701,13830,2608,The Woman Who Rides Like a Man,Song of the Lioness,Tamora Pierce,4.2,57255,young adult,young adult
113801,13831,1480,Alanna: The First Adventure,Song of the Lioness,Tamora Pierce,4.27,91488,fantasy,young adult
113901,13833,2783,Emperor Mage,Immortals,Tamora Pierce,4.3,47156,fantasy,young adult
114001,13834,3177,The Realms of the Gods,Immortals,Tamora Pierce,4.32,44104,fantasy,young adult
114101,13835,1857,In the Hand of the Goddess,Song of the Lioness,Tamora Pierce,4.25,70595,fantasy,young adult
114201,13836,2623,Wild Magic,Immortals,Tamora Pierce,4.32,56178,fantasy,young adult
114301,13837,1863,Lioness Rampant,Song of the Lioness,Tamora Pierce,4.28,68419,fantasy,young adult
114431,13839,2357,The Botany of Desire: A Plant's-Eye View of the World,,Michael Pollan,4.05,38145,history,0
114501,13872,2051,Geek Love,,Katherine Dunn,3.98,44603,horror,fantasy
114601,13878,6601,Prince of the Blood,Krondor's Sons,Raymond E. Feist,3.94,18117,fantasy,sci-fi-fantasy
114701,13881,5357,Rage of a Demon King,The Serpentwar Saga,Raymond E. Feist,4.02,20644,fantasy,sci-fi-fantasy
114801,13888,1278,Knife of Dreams,Wheel of Time,Robert Jordan,4.12,77436,fantasy,sci-fi-fantasy
114901,13890,1119,A Crown of Swords,Wheel of Time,Robert Jordan,4.0,93771,fantasy,sci-fi-fantasy
115001,13891,1362,Winter's Heart,Wheel of Time,Robert Jordan,3.92,77514,fantasy,sci-fi-fantasy
115101,13895,949,The Fires of Heaven,Wheel of Time,Robert Jordan,4.13,104317,fantasy,sci-fi-fantasy
115210,13912,878,A Beautiful Mind,,Sylvia Nasar,4.12,100629,history,classic
115301,13925,7960,Child of the Prophecy,Sevenwaters,Juliet Marillier,4.11,16878,fantasy,romance
115401,13927,5742,Son of the Shadows,Sevenwaters,Juliet Marillier,4.32,23597,fantasy,romance
115501,13928,3302,Daughter of the Forest ,Sevenwaters,Juliet Marillier,4.28,43242,fantasy,romance
115601,13929,6756,Wildwood Dancing,Wildwood,Juliet Marillier,4.09,22892,fantasy,young adult
115701,13986,5145,Arrows of the Queen,Heralds of Valdemar,Mercedes Lackey,4.16,27646,fantasy,young adult
115801,14014,7893,Arrow's Fall,Heralds of Valdemar,Mercedes Lackey,4.18,17943,fantasy,sci-fi-fantasy
115910,14028,8788,Snow Country,,"Yasunari Kawabata, Edward G. Seidensticker",3.7,12499,classic,romance
116001,14050,38,The Time Traveler's Wife,,Audrey Niffenegger,3.95,1308667,romance,fantasy
116101,14064,1868,I Am Legend,,Richard Matheson,4.07,59493,horror,science-fiction
116201,14069,5179,Throne of Jade,Temeraire,Naomi Novik,3.89,26137,fantasy,historical
116301,14082,6867,Malgudi Days,,"R.K. Narayan, Jhumpa Lahiri",4.2,12526,classic,classic
116501,14118,3658,Beauty and the Beast,Disney),"Teddy Slater, Ron Dias, Ric González",4.4,26524,children,children
116611,14142,2934,The Art of Loving,,"Erich Fromm, Peter D. Kramer, Rainer Funk",4.01,33263,classic,romance
116701,14185,4515,The Three Stigmata of Palmer Eldritch,,Philip K. Dick,4.01,23575,science-fiction,sci-fi-fantasy
116801,14201,682,Jonathan Strange & Mr Norrell,,Susanna Clarke,3.8,154688,fantasy,historical
116903,14241,1978,The Liars' Club,,Mary Karr,3.92,47561,coming-of-age,classic
117027,14249,1144,Prodigal Summer,,Barbara Kingsolver,3.98,81104,romance,chick lit
117103,14250,2188,Pigs in Heaven,,Barbara Kingsolver,3.97,47478,chick lit,drama
117210,14280,6125,Runaway,,Alice Munro,3.98,15889,classic,romance
117301,14295,7008,Pastoralia,,George Saunders,4.11,13719,humor,science-fiction
117403,14316,3566,Black Swan Green,,David Mitchell,3.97,29339,coming-of-age,young adult
117536,14318,2320,"Chronicles, Vol. 1",,Bob Dylan,3.98,38117,history,0
117601,14358,8099,A Ring of Endless Light,Austin Family,Madeleine L'Engle,4.14,16756,young adult,young adult
117701,14362,5237,"Bless Me, Ultima",,Rudolfo Anaya,3.74,20665,classic,young adult
117801,14376,4103,Einstein's Dreams,,Alan Lightman,4.08,24322,science-fiction,science-fiction
117901,14383,3189,No Rest for the Wicked,Immortals After Dark #3),Kresley Cole,4.3,44844,paranormal,romance
118001,14384,3115,A Hunger Like No Other,Immortals After Dark #2),Kresley Cole,4.21,53312,paranormal,romance
118103,14403,9753,The Story of Ruby Bridges,,"Robert Coles, George Ford",4.41,9908,history,historical
118213,14404,6520,The Monkey's Raincoat,Elvis Cole,Robert Crais,3.98,17672,mystery,crime
118301,14460,9556,Kitty Goes to Washington,Kitty Norville,Carrie Vaughn,3.87,17533,fantasy,paranormal
118401,14461,6725,Kitty and the Midnight Hour,Kitty Norville #1),Carrie Vaughn,3.66,26266,fantasy,paranormal
118501,14469,6662,Selected Stories,,"O. Henry, Victoria Blake",4.16,15560,classic,classic
118607,14480,7690,Calling Doctor Amelia Bedelia,,"Herman Parish, Lynn Sweat",4.29,12452,children,children
118706,14481,7395,"Come Back, Amelia Bedelia",,"Peggy Parish, Wallace Tripp",4.25,14322,children,children
118801,14497,322,Neverwhere,,Neil Gaiman,4.18,301740,fantasy,fantasy
118901,14498,3521,Neil Gaiman's Neverwhere,,"Mike Carey, Glenn Fabry, Neil Gaiman",4.21,29935,fantasy,fantasy
119003,14554,1755,If Tomorrow Comes,Tracy Whitney Series,Sidney Sheldon,4.01,48482,thriller,mystery
119103,14570,4645,Eight Cousins,Eight Cousins,Louisa May Alcott,4.02,29751,classic,young adult
119324,14595,3986,Please Kill Me: The Uncensored Oral History of Punk,,"Legs McNeil, Gillian McCain",4.16,21763,history,historical
119410,14662,2709,The Red and the Black,,"Stendhal, Roger Gard",3.87,42298,classic,classic
119506,14680,9612,The Charterhouse of Parma,,"Stendhal, Richard Howard, Robert Andrew Parker",3.83,11182,classic,classic
119601,14706,2297,Faust: First Part,,"Johann Wolfgang von Goethe, Peter Salm",3.93,48935,classic,drama
119711,14743,474,The God Delusion,,Richard Dawkins,3.89,176774,history,classic
119826,14748,310,Good in Bed,Cannie Shapiro,Jennifer Weiner,3.7,252305,chick lit,romance
119920,14755,4431,The Guy Not Taken: Stories,,Jennifer Weiner,3.46,21414,chick lit,romance
120015,14756,1748,Goodnight Nobody,,Jennifer Weiner,3.64,53145,chick lit,mystery
120126,14758,465,In Her Shoes,,Jennifer Weiner,3.78,174338,chick lit,romance
120208,14785,5109,Chosen Prey,Lucas Davenport,John Sandford,4.23,21382,mystery,thriller
120301,14817,1620,A Scanner Darkly,,Philip K. Dick,4.04,61544,science-fiction,science-fiction
120401,14836,1055,Midnight's Children,,Salman Rushdie,3.99,84514,classic,historical
120508,14839,2539,Last Man Standing,,David Baldacci,4.03,38118,thriller,mystery
120603,14864,616,Plain Truth,,Jodi Picoult,3.97,138814,mystery,young adult
120703,14865,1149,Vanishing Acts,,Jodi Picoult,3.68,82770,chick lit,drama
120803,14866,328,Nineteen Minutes,,Jodi Picoult,4.1,251693,chick lit,young adult
120903,14891,265,A Tree Grows in Brooklyn,,Betty  Smith,4.24,309000,classic,historical
121010,14905,4653,The Complete Novels,,Jane Austen,4.55,22713,romance,historical
121143,14935,76,Sense and Sensibility,,"Jane Austen, Tony Tanner, Ros Ballaster",4.06,779382,historical,chick lit
121211,14940,2257,Who's Afraid of Virginia Woolf?,,Edward Albee,4.09,48063,drama,classic
121312,14942,701,Mrs. Dalloway,,"Virginia Woolf, Maureen Howard",3.78,158347,classic,classic
121421,14963,6566,A Wedding in December,,Anita Shreve,3.08,17142,chick lit,romance
121520,14964,6552,Body Surfing,,Anita Shreve,3.31,16343,chick lit,romance
121606,14965,4513,Light on Snow,,Anita Shreve,3.56,24610,chick lit,romance
121701,14975,3070,Labyrinth,Languedoc,Kate Mosse,3.55,40163,historical,fantasy
121811,14990,3933,Spook: Science Tackles the Afterlife,,Mary Roach,3.57,27737,humor,paranormal
121901,14995,367,Odd Thomas,Odd Thomas,Dean Koontz,3.94,213895,horror,mystery
122001,14996,2009,Brother Odd,Odd Thomas,Dean Koontz,3.98,52377,horror,thriller
122501,15047,6808,The Passion,,Jeanette Winterson,4.12,14941,historical,historical
122601,15050,8692,Sexing the Cherry,,Jeanette Winterson,3.83,12017,fantasy,historical
122711,15054,5024,Written on the Body,,Jeanette Winterson,4.08,19735,romance,classic
122803,15055,2747,Oranges Are Not the Only Fruit,,Jeanette Winterson,3.75,40314,classic,coming-of-age
122901,15096,4508,Five Quarters of the Orange,,Joanne Harris,3.83,26429,historical,historical
123001,15101,9841,Blackberry Wine,,Joanne Harris,3.78,11107,romance,fantasy
123109,15154,3357,The Collectors,Camel Club,David Baldacci,4.01,32869,mystery,thriller
123208,15157,7463,Saving Faith,,David Baldacci,3.82,15113,thriller,mystery
123308,15158,1534,The Camel Club,Camel Club,David Baldacci,4.02,63140,thriller,mystery
123407,15159,1150,Absolute Power,,David Baldacci,4.15,76197,thriller,mystery
123501,15161,8931,The Ladies of Grace Adieu and Other Stories,,"Susanna Clarke, Charles Vess",3.85,14037,fantasy,historical
123607,15171,3568,A Girl Named Zippy,,Haven Kimmel,3.79,30263,humor,humor
123703,15195,1380,The Complete Maus,Maus,Art Spiegelman,4.53,84323,historical,classic
123803,15196,490,Maus I: A Survivor's Tale: My Father Bleeds History,Maus,Art Spiegelman,4.35,191615,history,historical
123903,15197,1265,Maus II: A Survivor's Tale: And Here My Troubles Began,Maus,Art Spiegelman,4.41,91269,history,historical
124001,15241,155,The Two Towers,The Lord of the Rings,J.R.R. Tolkien,4.42,532209,fantasy,classic
124101,15309,2090,The Laughing Corpse,Anita Blake,Laurell K. Hamilton,4.11,69306,fantasy,fantasy
124209,15398,9854,The Last Days of Dogtown,,Anita Diamant,3.39,9621,historical,historical
124301,15433,7820,Night Mare,Xanth,Piers Anthony,3.81,15916,fantasy,humor
124401,15447,6005,The Source of Magic,Xanth,Piers Anthony,3.86,20720,fantasy,humor
124501,15547,4190,Magic Kingdom For Sale/Sold,Magic Kingdom of Landover,Terry Brooks,3.86,29793,fantasy,sci-fi-fantasy
124601,15549,9216,Armageddon's Children,Genesis of Shannara,Terry Brooks,4.09,12790,fantasy,science-fiction
124701,15557,9622,Jarka Ruus,High Druid of Shannara,Terry Brooks,3.96,11895,fantasy,sci-fi-fantasy
124801,15559,8185,Morgawr,The Voyage of the Jerle Shannara,Terry Brooks,3.96,13525,fantasy,sci-fi-fantasy
124901,15560,7238,Ilse Witch,Voyage of the Jerle Shannara,Terry Brooks,3.95,15210,fantasy,sci-fi-fantasy
125001,15561,9103,Wizard at Large,Magic Kingdom of Landover,Terry Brooks,3.81,13687,fantasy,sci-fi-fantasy
125101,15566,4459,The Elf Queen of Shannara,Heritage of Shannara,Terry Brooks,4.02,25677,fantasy,sci-fi-fantasy
125201,15567,3182,The Wishsong of Shannara,The Original Shannara Trilogy,Terry Brooks,3.97,39153,fantasy,sci-fi-fantasy
125301,15568,4101,The Druid of Shannara,Heritage of Shannara,Terry Brooks,4.0,26635,fantasy,sci-fi-fantasy
125401,15575,1801,The Sword of Shannara,The Original Shannara Trilogy,Terry Brooks,3.76,66645,fantasy,sci-fi-fantasy
125501,15595,3790,The Midwife's Apprentice,,Karen Cushman,3.71,34145,historical,young adult
125607,15613,9995,"Billy Budd, Sailor",,Herman Melville,3.09,12110,classic,classic
125710,15622,1411,Native Son,,Richard Wright,3.96,70034,classic,historical
125809,15638,1887,Cyrano de Bergerac,,"Edmond Rostand, Eteel Lawson, Lowell Bair",4.05,60623,classic,drama
125901,15645,977,Inferno,The Divine Comedy #1),"Dante Alighieri, Anthony M. Esolen",3.99,109200,classic,classic
126016,15654,2592,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,,Ann Rule,4.13,39253,crime,mystery
126115,15655,9206,The Kindness of Strangers,,Katrina Kittle,4.0,11313,mystery,drama
126201,15673,7468,Wayside School Gets A Little Stranger,Wayside School #3),Louis Sachar,4.18,16501,children,children
126301,15676,2862,Strangers,,Dean Koontz,3.98,36258,horror,suspense
126409,15677,9793,Strangers on a Train,,Patricia Highsmith,3.82,11500,classic,thriller
126501,15719,2514,Marvel 1602,,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",3.93,46190,fantasy,historical
126601,15746,6539,One Door Away from Heaven,,Dean Koontz,3.95,17258,horror,mystery
126701,15752,5507,By the Light of the Moon,,Dean Koontz,3.84,20189,horror,thriller
126801,15760,8093,Dark Rivers of the Heart,,Dean Koontz,3.88,14708,horror,thriller
126924,15764,9772,The Amateur Marriage,,Anne Tyler,3.59,12705,historical,chick lit
127008,15769,588,The Bourne Supremacy,Jason Bourne,Robert Ludlum,4.09,145806,thriller,mystery
127106,15779,1383,Sideways Stories from Wayside School,Wayside School #1),"Louis Sachar, Adam McCauley",4.14,78027,children,children
127240,15836,9215,Fugitive Pieces,,Anne Michaels,3.95,11449,historical,historical
127308,15852,7398,Relativity: The Special and the General Theory,,"Albert Einstein, Nigel Calder, Robert W. Lawson",4.17,12957,classic,classic
127401,15858,4317,Mirror Mirror,,Gregory Maguire,3.27,27358,fantasy,historical
127501,15860,1296,State of Fear,,Michael Crichton,3.69,70300,thriller,science-fiction
127601,15881,23,Harry Potter and the Chamber of Secrets,Harry Potter,"J.K. Rowling, Mary GrandPré",4.37,1906199,fantasy,young adult
127701,15888,5777,An Instance of the Fingerpost,,Iain Pears,3.93,18797,historical,mystery
127818,15904,7995,The Sunday Philosophy Club,Isabel Dalhousie,Alexander McCall Smith,3.36,16388,mystery,mystery
127903,15924,1459,At First Sight,Jeremy Marsh & Lexie Darnell,Nicholas Sparks,3.81,66617,romance,chick lit
128003,15925,571,The Guardian,,Nicholas Sparks,4.14,142884,romance,chick lit
128103,15926,622,Nights in Rodanthe,,Nicholas Sparks,3.82,136507,romance,chick lit
128203,15931,44,The Notebook,The Notebook,Nicholas Sparks,4.06,1076749,chick lit,romance
128326,15957,4363,The Patron Saint of Liars,,Ann Patchett,3.76,25021,historical,drama
128401,15997,984,Paradise Lost,,"John Milton, John      Leonard",3.8,104580,classic,fantasy
128522,16006,5252,Paradise,Second Opportunities,Judith McNaught,4.32,25601,romance,chick lit
128603,16012,7110,"Paradise Kiss, Vol. 1",Paradise Kiss,Ai Yazawa,4.11,14196,romance,young adult
128701,16055,4237,The Magician's Assistant,,Ann Patchett,3.64,26220,fantasy,fantasy
128823,16059,5385,The Dive From Clausen's Pier,,Ann Packer,3.41,19639,chick lit,romance
128910,16076,8276,The Awakening and Selected Stories,,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",3.84,14092,classic,classic
